uniqueid,zettaicode,locationna,wancode,prefectuei,watercode,renban,nendo,survey_ym,surveyyear,surveymont,surveyday,saisuipoin,saisuidept,latitude,longitude,dataflag,scale,wtemp,depth,region,year_folder,is_near_anoxic,Season,do_2,salt2,ph2,toc2,tn2,tp2,cod2,nh4n2,no2n2,no3n2,po4p2,chloroph_1,feiochin2,doc2
0000032183,00000122,千葉県2,01,12,100,2,2002,2002-09-01,2002,11,6,2,4.0,35.64722222,139.99,1,-1,15.8,,Tokyo,2002,False,Other,8.5,30.99,8.0,1.5,0.81,0.084,2.4,0.03,0.046,0.47,0.05,11.0,3.8,0.0
0000032184,00000122,千葉県2,01,12,100,2,2002,2002-12-01,2003,2,4,2,5.0,35.64722222,139.99,1,-1,7.4,,Tokyo,2002,False,Winter,11.3,31.18,8.2,2.2,1.23,0.067,2.8,0.14,0.046,0.48,0.015,12.0,15.0,1.4
0000033662,00000122,千葉県2,01,12,100,2,2003,2003-03-01,2003,5,7,2,4.0,35.64722222,139.99,1,-1,19.5,,Tokyo,2003,False,Other,10.9,28.07,8.7,0.0,1.41,0.111,7.2,0.0,0.022,0.07,0.005,88.0,33.0,0.0
0000033663,00000122,千葉県2,01,12,100,2,2003,2003-06-01,2003,8,5,2,5.0,35.64722222,139.99,1,-1,26.1,,Tokyo,2003,False,Summer,9.0,25.75,8.9,3.7,1.27,0.126,6.3,0.12,0.009,0.05,0.006,61.0,27.0,1.7
0000033661,00000122,千葉県2,01,12,100,2,2003,2003-09-01,2003,11,5,2,4.0,35.64722222,139.99,1,-1,18.7,,Tokyo,2003,False,Other,8.6,30.85,8.2,0.0,0.66,0.051,3.1,0.01,0.031,0.25,0.007,14.0,9.2,0.0
0000033664,00000122,千葉県2,01,12,100,2,2003,2003-12-01,2004,2,3,2,5.0,35.64722222,139.99,1,-1,9.8,,Tokyo,2003,False,Winter,8.9,32.03,8.1,2.0,0.91,0.052,2.5,0.06,0.039,0.35,0.01,11.0,6.9,1.3
0000035141,00000122,千葉県2,01,12,100,2,2004,2004-03-01,2004,5,11,2,5.0,35.64722222,139.99,1,-1,18.0,,Tokyo,2004,False,Other,8.1,29.89,8.3,0.0,0.98,0.076,4.4,0.08,0.027,0.23,0.011,24.0,7.1,0.0
0000035142,00000122,千葉県2,01,12,100,2,2004,2004-06-01,2004,8,3,2,4.0,35.64722222,139.99,1,-1,28.3,,Tokyo,2004,False,Summer,7.9,25.68,8.7,4.0,0.93,0.124,7.2,0.03,0.016,0.06,0.006,70.0,31.0,3.0
0000035144,00000122,千葉県2,01,12,100,2,2004,2004-09-01,2004,11,10,2,5.0,35.64722222,139.99,1,-1,20.1,,Tokyo,2004,False,Other,2.4,31.36,7.8,0.0,0.71,0.085,2.2,0.03,0.025,0.4,0.062,3.7,1.7,0.0
0000035143,00000122,千葉県2,01,12,100,2,2004,2004-12-01,2005,2,3,2,5.0,35.64722222,139.99,1,-1,9.0,,Tokyo,2004,False,Winter,11.0,31.61,8.3,2.3,0.74,0.049,3.7,0.02,0.047,0.32,0.005,18.0,14.0,1.4
0000036621,00000122,千葉県2,01,12,100,2,2005,2005-03-01,2005,5,18,2,5.0,35.64722222,139.99,1,-1,17.0,6.0,Tokyo,2005,False,Other,13.9,32.3,8.4,0.0,0.67,0.099,3.9,0.01,0.0,0.0,0.0,22.0,26.0,0.0
0000036622,00000122,千葉県2,01,12,100,2,2005,2005-06-01,2005,8,3,2,4.0,35.64722222,139.99,1,-1,28.4,5.0,Tokyo,2005,False,Summer,6.0,21.36,8.5,3.9,1.35,0.125,6.2,0.11,0.027,0.28,0.035,50.0,11.0,2.7
0000036623,00000122,千葉県2,01,12,100,2,2005,2005-09-01,2005,11,8,2,5.0,35.64722222,139.99,1,-1,19.4,6.0,Tokyo,2005,False,Other,1.1,31.45,7.8,0.0,0.76,0.114,2.0,0.07,0.023,0.24,0.081,9.3,1.2,0.0
0000036624,00000122,千葉県2,01,12,100,2,2005,2005-12-01,2006,2,2,2,4.0,35.64722222,139.99,1,-1,8.9,5.0,Tokyo,2005,False,Winter,8.7,31.67,8.2,2.0,0.92,0.072,2.9,0.06,0.041,0.28,0.018,21.0,7.6,1.2
0000038101,00000122,千葉県2,01,12,100,2,2006,2006-03-01,2006,5,10,2,4.0,35.64722222,139.99,1,-1,17.7,5.0,Tokyo,2006,False,Other,8.2,28.72,8.5,3.7,1.22,0.087,5.5,0.07,0.041,0.28,0.012,48.0,5.3,0.0
0000038102,00000122,千葉県2,01,12,100,2,2006,2006-06-01,2006,8,1,2,4.0,35.64722222,139.99,1,-1,22.2,5.0,Tokyo,2006,False,Summer,0.0,29.93,8.2,2.9,0.63,0.128,3.7,0.03,0.0,0.02,0.021,16.0,6.2,2.2
0000038103,00000122,千葉県2,01,12,100,2,2006,2006-09-01,2006,11,8,2,4.0,35.64722222,139.99,1,-1,18.3,5.0,Tokyo,2006,False,Other,6.1,30.09,7.9,1.6,0.98,0.102,2.3,0.15,0.035,0.44,0.069,5.6,4.2,0.0
0000038104,00000122,千葉県2,01,12,100,2,2006,2006-12-01,2007,2,19,2,4.0,35.64722222,139.99,1,-1,10.9,5.0,Tokyo,2006,False,Winter,8.7,31.33,8.2,1.7,0.92,0.051,3.0,0.04,0.032,0.28,0.01,13.0,4.7,1.1
0000041061,00000122,千葉県2,01,12,100,2,2008,2008-03-01,2008,5,12,2,5.0,35.64722222,139.99,1,-1,15.0,6.0,Tokyo,2008,False,Other,3.2,32.22,7.8,0.0,0.91,0.135,1.7,0.25,0.018,0.14,0.09,5.9,2.0,0.0
0000041062,00000122,千葉県2,01,12,100,2,2008,2008-06-01,2008,8,5,2,4.0,35.64722222,139.99,1,-1,28.4,5.0,Tokyo,2008,False,Summer,6.1,24.15,8.5,3.4,1.3,0.104,5.7,0.08,0.026,0.18,0.01,48.0,9.1,2.3
0000041063,00000122,千葉県2,01,12,100,2,2008,2008-09-01,2008,11,4,2,5.0,35.64722222,139.99,1,-1,18.8,6.0,Tokyo,2008,False,Other,7.0,30.9,8.1,0.0,0.61,0.066,2.1,0.01,0.022,0.3,0.033,13.0,1.9,0.0
0000041064,00000122,千葉県2,01,12,100,2,2008,2008-12-01,2009,2,3,2,5.0,35.64722222,139.99,1,-1,10.6,6.0,Tokyo,2008,False,Winter,9.8,31.67,8.1,2.0,0.81,0.054,2.3,0.02,0.031,0.32,0.013,23.0,3.8,1.0
0000042529,00000122,千葉県2,01,12,100,2,2009,2009-03-01,2009,5,19,2,5.0,35.64722222,139.99,1,-1,18.5,6.0,Tokyo,2009,False,Other,6.7,28.43,8.4,0.0,0.94,0.076,3.8,0.09,0.031,0.22,0.029,8.4,4.7,0.0
0000042530,00000122,千葉県2,01,12,100,2,2009,2009-06-01,2009,8,5,2,4.0,35.64722222,139.99,1,-1,22.0,5.0,Tokyo,2009,False,Summer,1.2,30.79,7.9,1.4,0.65,0.135,2.4,0.1,0.012,0.09,0.087,10.0,4.6,1.2
0000042531,00000122,千葉県2,01,12,100,2,2009,2009-09-01,2009,11,12,2,5.0,35.64722222,139.99,1,-1,17.9,6.0,Tokyo,2009,False,Other,7.3,30.48,8.1,0.0,0.65,0.066,1.8,0.05,0.033,0.23,0.036,7.7,9.3,0.0
0000042532,00000122,千葉県2,01,12,100,2,2009,2009-12-01,2010,2,2,2,4.0,35.64722222,139.99,1,-1,9.4,5.0,Tokyo,2009,False,Winter,9.6,31.19,8.3,1.6,0.77,0.035,2.6,0.04,0.039,0.35,0.003,6.1,1.6,1.3
0000043958,00000122,千葉県2,01,12,100,2,2010,2010-03-01,2010,5,10,2,4.4,35.64722222,139.99,1,-1,19.4,5.4,Tokyo,2010,False,Other,6.7,27.0,8.5,0.0,0.95,0.055,4.2,0.05,0.025,0.34,0.003,21.0,0.0,0.0
0000043986,00000122,千葉県2,01,12,100,2,2010,2010-06-01,2010,8,4,2,5.2,35.64722222,139.99,1,-1,21.0,6.2,Tokyo,2010,False,Summer,8.1,22.3,8.3,3.7,1.2,0.098,4.9,0.05,0.046,0.33,0.01,23.0,20.0,2.2
0000044014,00000122,千葉県2,01,12,100,2,2010,2010-09-01,2010,11,11,2,4.8,35.64722222,139.99,1,-1,16.6,5.8,Tokyo,2010,False,Other,7.4,29.6,8.2,0.0,0.77,0.089,3.6,0.05,0.039,0.34,0.025,12.0,4.2,0.0
0000044042,00000122,千葉県2,01,12,100,2,2010,2010-12-01,2011,2,8,2,4.3,35.64722222,139.99,1,-1,9.1,5.3,Tokyo,2010,False,Winter,9.3,31.1,8.3,2.0,0.86,0.064,3.2,0.14,0.02,0.27,0.01,10.0,2.0,1.7
0000045390,00000122,千葉県2,01,12,100,2,2011,2011-06-01,2011,6,6,2,3.9,35.64722222,139.99,1,-1,22.1,4.9,Tokyo,2011,False,Summer,9.9,27.32,8.3,0.0,0.88,0.08,5.3,0.03,0.01,0.04,0.004,56.7,26.0,0.0
0000045446,00000122,千葉県2,01,12,100,2,2011,2011-09-01,2011,11,7,2,5.0,35.64722222,139.99,1,-1,19.7,6.0,Tokyo,2011,False,Other,5.0,31.84,8.1,0.0,0.73,0.069,2.5,0.05,0.032,0.22,0.021,23.0,12.0,0.0
0000045474,00000122,千葉県2,01,12,100,2,2011,2011-12-01,2012,2,6,2,5.4,35.64722222,139.99,1,-1,7.1,6.4,Tokyo,2011,False,Winter,9.9,31.66,8.1,2.5,0.83,0.047,2.5,0.15,0.032,0.37,0.017,7.1,2.8,1.5
0000046826,00000122,千葉県2,01,12,100,2,2012,2012-03-01,2012,5,7,2,3.8,35.64722222,139.99,1,-1,19.4,4.8,Tokyo,2012,False,Other,7.7,24.78,8.2,0.0,1.1,0.077,3.6,0.24,0.025,0.5,0.044,3.2,2.2,0.0
0000046854,00000122,千葉県2,01,12,100,2,2012,2012-06-01,2012,8,1,2,4.5,35.64722222,139.99,1,-1,27.9,5.5,Tokyo,2012,False,Summer,3.2,26.7,8.5,2.4,1.2,0.11,4.7,0.19,0.003,0.02,0.027,23.0,6.6,1.9
0000046882,00000122,千葉県2,01,12,100,2,2012,2012-09-01,2012,11,5,2,5.0,35.64722222,139.99,1,-1,17.4,6.0,Tokyo,2012,False,Other,7.9,31.19,8.1,1.6,0.66,0.096,3.2,0.1,0.064,0.38,0.049,6.6,1.4,1.4
0000046910,00000122,千葉県2,01,12,100,2,2012,2012-12-01,2013,2,21,2,4.8,35.64722222,139.99,1,-1,7.9,5.8,Tokyo,2012,False,Winter,10.6,31.7,8.4,1.4,0.87,0.063,3.5,0.15,0.029,0.36,0.018,32.0,4.2,1.3
0000047730,00000122,千葉県2,01,12,100,2,2013,2013-03-01,2013,5,1,2,4.5,35.64722222,139.99,1,-1,16.3,5.5,Tokyo,2013,False,Other,8.2,29.26,8.4,1.9,1.2,0.094,3.4,0.33,0.031,0.39,0.048,20.0,8.1,1.5
0000047758,00000122,千葉県2,01,12,100,2,2013,2013-06-01,2013,8,5,2,4.2,35.64722222,139.99,1,-1,28.1,5.2,Tokyo,2013,False,Summer,14.9,25.49,8.8,3.8,0.82,0.098,6.6,0.27,0.002,0.01,0.024,25.0,14.0,2.7
0000047786,00000122,千葉県2,01,12,100,2,2013,2013-09-01,2013,11,5,2,4.2,35.64722222,139.99,1,-1,19.2,5.2,Tokyo,2013,False,Other,10.6,30.71,8.2,0.0,0.67,0.049,2.4,0.15,0.022,0.27,0.018,13.0,6.6,0.0
0000047814,00000122,千葉県2,01,12,100,2,2013,2013-12-01,2014,2,3,2,5.2,35.64722222,139.99,1,-1,9.3,6.2,Tokyo,2013,False,Winter,9.5,31.34,8.4,1.4,0.92,0.059,3.0,0.14,0.03,0.35,0.022,18.0,4.1,1.4
0000049166,00000122,千葉県2,01,12,100,2,2014,2014-03-01,2014,5,7,2,4.5,35.64722222,139.99,1,-1,20.8,5.5,Tokyo,2014,False,Other,7.8,29.16,8.5,4.5,0.89,0.065,4.4,0.4,0.02,0.17,0.026,50.0,6.0,1.5
0000049194,00000122,千葉県2,01,12,100,2,2014,2014-06-01,2014,8,19,2,5.2,35.64722222,139.99,1,-1,28.2,6.2,Tokyo,2014,False,Summer,10.0,24.3,8.5,2.9,0.49,0.06,6.5,0.17,0.019,0.14,0.003,64.0,4.9,1.7
0000049222,00000122,千葉県2,01,12,100,2,2014,2014-09-01,2014,11,4,2,5.0,35.64722222,139.99,1,-1,18.9,6.0,Tokyo,2014,False,Other,5.4,30.57,7.9,1.4,0.65,0.071,2.1,0.13,0.022,0.3,0.06,2.4,0.9,1.3
0000049250,00000122,千葉県2,01,12,100,2,2014,2014-12-01,2015,2,3,2,4.6,35.64722222,139.99,1,-1,10.0,5.6,Tokyo,2014,False,Winter,11.0,31.36,8.1,2.0,0.73,0.051,3.5,0.02,0.047,0.4,0.019,24.0,6.6,1.3
0000050829,00000122,千葉県2,01,12,100,2,2015,2015-03-01,2015,5,25,2,4.5,35.64722222,139.99,1,-1,21.2,6.0,Tokyo,2015,False,Other,11.6,28.01,8.8,0.0,0.87,0.067,4.7,0.01,0.009,0.03,0.014,26.0,3.4,0.0
0000050857,00000122,千葉県2,01,12,100,2,2015,2015-06-01,2015,8,7,2,5.5,35.64722222,139.99,1,-1,29.0,7.0,Tokyo,2015,False,Summer,4.2,22.63,8.8,2.7,1.0,0.076,4.9,0.17,0.019,0.08,0.033,26.0,6.4,2.4
0000050801,00000122,千葉県2,01,12,100,2,2015,2015-09-01,2015,11,4,2,5.2,35.64722222,139.99,1,-1,18.0,6.0,Tokyo,2015,False,Other,8.5,31.42,8.3,0.0,0.68,0.088,3.4,0.09,0.033,0.15,0.062,14.0,1.6,0.0
0000050885,00000122,千葉県2,01,12,100,2,2015,2015-12-01,2016,2,16,2,4.8,35.64722222,139.99,1,-1,11.8,6.0,Tokyo,2015,False,Winter,9.7,31.29,8.4,1.3,0.77,0.052,2.4,0.05,0.037,0.37,0.025,7.7,1.4,1.2
0000053037,00000122,千葉県2,01,12,100,2,2016,2016-03-01,2016,5,16,2,5.0,35.64722222,139.99,1,-1,20.1,6.0,Tokyo,2016,False,Other,3.5,30.54,8.4,6.5,0.92,0.056,6.1,0.08,0.003,0.01,0.003,40.0,6.2,2.5
0000053065,00000122,千葉県2,01,12,100,2,2016,2016-06-01,2016,8,3,2,3.8,35.64722222,139.99,1,-1,27.9,4.8,Tokyo,2016,False,Summer,4.0,27.63,8.6,6.0,0.8,0.062,4.9,0.15,0.002,0.01,0.013,45.0,16.0,3.4
0000053093,00000122,千葉県2,01,12,100,2,2016,2016-09-01,2016,11,1,2,4.5,35.64722222,139.99,1,-1,18.7,5.5,Tokyo,2016,False,Other,4.7,31.86,7.9,3.7,0.58,0.081,1.7,0.22,0.027,0.2,0.079,7.1,0.1,3.0
0000053121,00000122,千葉県2,01,12,100,2,2016,2016-12-01,2017,2,9,2,5.4,35.64722222,139.99,1,-1,8.6,6.4,Tokyo,2016,False,Winter,10.9,31.93,8.3,4.4,0.64,0.025,2.2,0.05,0.035,0.28,0.011,25.0,5.5,2.2
0000055873,00000122,千葉県2,01,12,100,2,2017,2017-03-01,2017,5,11,2,3.7,35.64722222,139.99,1,-1,18.4,4.7,Tokyo,2017,False,Other,5.8,29.15,8.4,0.0,0.66,0.077,5.1,0.18,0.026,0.11,0.035,26.0,8.4,0.0
0000055901,00000122,千葉県2,01,12,100,2,2017,2017-06-01,2017,8,2,2,4.6,35.64722222,139.99,1,-1,26.0,5.6,Tokyo,2017,False,Summer,4.8,28.06,8.4,3.7,0.76,0.12,5.8,0.1,0.012,0.14,0.048,24.0,20.0,2.2
0000055929,00000122,千葉県2,01,12,100,2,2017,2017-09-01,2017,11,7,2,4.6,35.64722222,139.99,1,-1,18.0,5.6,Tokyo,2017,False,Other,10.4,30.04,8.2,0.0,0.9,0.05,2.3,0.04,0.034,0.34,0.027,12.0,2.6,0.0
0000055957,00000122,千葉県2,01,12,100,2,2017,2017-12-01,2018,2,6,2,4.3,35.64722222,139.99,1,-1,8.2,5.3,Tokyo,2017,False,Winter,10.1,31.4,8.5,1.5,0.75,0.047,1.8,0.03,0.038,0.37,0.021,4.2,3.0,1.4
0000057873,00000122,千葉県2,01,12,100,2,2018,2018-03-01,2018,5,22,2,5.4,35.64722222,139.99,1,-1,21.5,6.4,Tokyo,2018,False,Other,5.1,29.92,8.2,0.0,0.56,0.055,3.5,0.08,0.025,0.11,0.021,13.0,2.1,0.0
0000057901,00000122,千葉県2,01,12,100,2,2018,2018-06-01,2018,8,1,2,4.8,35.64722222,139.99,1,-1,28.0,5.8,Tokyo,2018,False,Summer,10.0,28.62,8.5,4.3,0.76,0.084,5.2,0.07,0.002,0.01,0.017,24.0,9.2,1.6
0000057929,00000122,千葉県2,01,12,100,2,2018,2018-09-01,2018,11,6,2,5.5,35.64722222,139.99,1,-1,19.1,6.5,Tokyo,2018,False,Other,7.4,31.45,8.1,0.0,0.47,0.055,2.0,0.06,0.026,0.2,0.037,3.5,0.6,0.0
0000057957,00000122,千葉県2,01,12,100,2,2018,2018-12-01,2019,2,18,2,5.9,35.64722222,139.99,1,-1,8.4,6.9,Tokyo,2018,False,Winter,10.7,31.86,8.3,2.5,0.79,0.053,4.1,0.01,0.03,0.27,0.019,34.0,3.3,1.3
0000058517,00000122,千葉県2,01,12,100,2,2019,2019-03-01,2019,5,24,2,4.7,35.64722222,139.99,1,-1,18.6,5.7,Tokyo,2019,False,Other,3.9,29.73,8.5,5.5,0.46,0.071,4.5,0.01,0.003,0.01,0.004,12.0,0.5,3.3
0000058545,00000122,千葉県2,01,12,100,2,2019,2019-06-01,2019,8,6,2,5.0,35.64722222,139.99,1,-1,26.7,5.7,Tokyo,2019,False,Summer,1.1,27.47,8.3,4.5,0.74,0.067,5.1,0.03,0.002,0.01,0.003,16.0,3.3,2.2
0000058573,00000122,千葉県2,01,12,100,2,2019,2019-09-01,2019,11,7,2,6.0,35.64722222,139.99,1,-1,20.8,7.0,Tokyo,2019,False,Other,2.4,31.73,7.7,0.0,0.61,0.075,1.4,0.01,0.026,0.32,0.056,2.9,1.2,0.0
0000058601,00000122,千葉県2,01,12,100,2,2019,2019-12-01,2020,2,10,2,5.5,35.64722222,139.99,1,-1,9.8,6.5,Tokyo,2019,False,Winter,10.8,31.21,8.0,5.3,0.75,0.052,2.1,0.01,0.036,0.36,0.025,16.0,14.0,3.9
0000062987,00000122,千葉県2,01,12,100,2,2020,2020-03-01,2020,5,19,2,5.6,35.64722222,139.99,1,-1,18.0,7.0,Tokyo,2020,False,Other,3.8,29.74,8.0,0.0,0.67,0.038,2.6,0.04,0.022,0.14,0.013,8.7,2.2,0.0
0000063015,00000122,千葉県2,01,12,100,2,2020,2020-06-01,2020,8,4,2,5.1,35.64722222,139.99,1,-1,25.0,6.0,Tokyo,2020,False,Summer,8.5,24.5,8.6,5.4,0.54,0.06,5.8,0.01,0.002,0.01,0.003,72.0,10.4,4.1
0000063043,00000122,千葉県2,01,12,100,2,2020,2020-09-01,2020,11,17,2,5.0,35.64722222,139.99,1,-1,16.8,6.0,Tokyo,2020,False,Other,6.8,31.26,7.9,0.0,0.56,0.072,2.0,0.03,0.04,0.33,0.056,3.1,0.9,0.0
0000063071,00000122,千葉県2,01,12,100,2,2020,2020-12-01,2021,2,9,2,5.9,35.64722222,139.99,1,-1,9.4,7.0,Tokyo,2020,False,Winter,11.2,31.42,8.1,8.1,0.74,0.054,3.3,0.01,0.03,0.41,0.005,18.0,14.0,3.6
0000064481,00000122,千葉県2,01,12,100,2,2021,2021-03-01,2021,5,18,2,4.8,35.64722222,139.99,1,-1,19.9,5.8,Tokyo,2021,False,Other,5.6,28.98,8.2,0.0,1.0,0.1,3.5,0.01,0.01,0.17,0.022,16.0,1.4,0.0
0000064509,00000122,千葉県2,01,12,100,2,2021,2021-06-01,2021,8,3,2,5.7,35.64722222,139.99,1,-1,25.6,6.7,Tokyo,2021,False,Summer,2.2,26.49,8.4,2.6,0.45,0.057,4.3,0.01,0.002,0.02,0.016,18.0,5.6,2.1
0000064537,00000122,千葉県2,01,12,100,2,2021,2021-09-01,2021,11,16,2,5.8,35.64722222,139.99,1,-1,17.5,6.8,Tokyo,2021,False,Other,6.3,30.7,7.9,0.0,0.54,0.067,2.1,0.08,0.052,0.19,0.047,6.0,1.6,0.0
0000064565,00000122,千葉県2,01,12,100,2,2021,2021-12-01,2022,2,1,2,5.6,35.64722222,139.99,1,-1,9.2,6.6,Tokyo,2021,False,Winter,9.5,32.14,8.1,2.2,0.58,0.048,3.3,0.04,0.033,0.29,0.006,20.0,18.0,1.1
0000065973,00000122,千葉県2,01,12,100,2,2022,2022-03-01,2022,5,10,2,5.3,35.64722222,139.99,1,-1,15.7,6.3,Tokyo,2022,False,Other,3.3,31.79,7.9,0.0,0.65,0.084,2.7,0.32,0.026,0.12,0.066,10.0,2.0,0.0
0000066001,00000122,千葉県2,01,12,100,2,2022,2022-06-01,2022,8,2,2,4.6,35.64722222,139.99,1,-1,29.0,5.6,Tokyo,2022,False,Summer,5.9,21.88,8.8,3.4,0.63,0.085,5.7,0.01,0.002,0.01,0.003,67.0,12.0,2.2
0000066029,00000122,千葉県2,01,12,100,2,2022,2022-09-01,2022,11,25,2,5.1,35.64722222,139.99,1,-1,16.5,6.3,Tokyo,2022,False,Other,6.9,31.37,7.9,0.0,0.68,0.065,1.8,0.13,0.031,0.3,0.047,3.1,1.3,0.0
0000066057,00000122,千葉県2,01,12,100,2,2022,2022-12-01,2023,2,6,2,5.3,35.64722222,139.99,1,-1,8.7,6.0,Tokyo,2022,False,Winter,10.4,31.48,8.1,1.4,0.72,0.046,2.6,0.01,0.041,0.36,0.011,13.0,5.2,1.2
0000067473,00000122,千葉県2,01,12,100,2,2023,2023-03-01,2023,5,30,2,5.4,35.64722222,139.99,1,-1,20.9,6.4,Tokyo,2023,False,Other,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0
0000067501,00000122,千葉県2,01,12,100,2,2023,2023-06-01,2023,8,1,2,4.3,35.64722222,139.99,1,-1,29.5,5.3,Tokyo,2023,False,Summer,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,0.0,0.0
0000067529,00000122,千葉県2,01,12,100,2,2023,2023-09-01,2023,11,10,2,5.1,35.64722222,139.99,1,-1,20.1,6.1,Tokyo,2023,False,Other,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0
0000067557,00000122,千葉県2,01,12,100,2,2023,2023-12-01,2024,2,14,2,5.1,35.64722222,139.99,1,-1,10.4,6.1,Tokyo,2023,False,Winter,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,0.0,0.0
0000000013,00000124,千葉県4,01,12,100,4,1978,1978-06-01,1978,6,1,2,8.3,35.605,140.0608333,1,-1,17.3,10.3,Tokyo,1978,False,Summer,3.0,31.8,7.5,0.0,1.298,0.1487,2.4,1.0641,0.0252,0.2002,0.1124,0.9,0.0,0.0
0000000015,00000124,千葉県4,01,12,100,4,1978,1978-09-01,1978,11,8,2,15.5,35.605,140.0608333,1,-1,17.5,17.5,Tokyo,1978,False,Other,5.3,32.61,8.0,0.0,2.263,0.0991,3.2,0.1274,0.0392,0.378,0.0644,0.1,0.0,0.0
0000000016,00000124,千葉県4,01,12,100,4,1978,1978-12-01,1979,2,5,2,16.5,35.605,140.0608333,1,-1,9.0,18.5,Tokyo,1978,False,Winter,7.2,31.98,8.0,0.0,1.254,0.0805,2.7,0.3472,0.0406,0.2632,0.0582,0.0,0.0,0.0
0000000413,00000124,千葉県4,01,12,100,4,1979,1979-03-01,1979,5,21,2,6.0,35.605,140.0608333,1,-1,17.0,7.0,Tokyo,1979,False,Other,7.6,29.97,8.4,0.0,1.409,0.1704,6.9,0.0504,0.0238,0.1904,0.0839,17.4,39.8,0.0
0000000414,00000124,千葉県4,01,12,100,4,1979,1979-06-01,1979,7,26,2,5.0,35.605,140.0608333,1,-1,24.0,6.0,Tokyo,1979,False,Summer,4.5,28.89,8.8,0.0,1.952,0.1704,9.4,0.0224,0.0322,0.035,0.0911,52.4,106.1,0.0
0000000415,00000124,千葉県4,01,12,100,4,1979,1979-09-01,1979,11,8,2,5.0,35.605,140.0608333,1,-1,19.7,6.0,Tokyo,1979,False,Other,7.6,30.89,8.2,0.0,1.061,0.0836,3.9,0.1456,0.0308,0.3108,0.0548,19.1,21.3,0.0
0000000416,00000124,千葉県4,01,12,100,4,1979,1979-12-01,1980,2,5,2,5.0,35.605,140.0608333,1,-1,8.7,6.0,Tokyo,1979,False,Winter,9.1,30.93,8.1,0.0,1.2,0.0867,2.6,0.0784,0.0476,0.3122,0.0589,20.4,2.4,0.0
0000000803,00000124,千葉県4,01,12,100,4,1980,1980-03-01,1980,5,6,2,5.0,35.605,140.0608333,1,-1,17.3,6.0,Tokyo,1980,False,Other,10.9,29.43,8.6,0.0,1.406,0.1,7.2,0.023,0.052,0.295,0.033,64.2,8.1,0.0
0000000804,00000124,千葉県4,01,12,100,4,1980,1980-06-01,1980,7,21,2,5.0,35.605,140.0608333,1,-1,22.2,6.0,Tokyo,1980,False,Summer,2.1,28.96,8.7,0.0,1.125,0.13,7.0,0.025,0.012,0.029,0.073,20.9,69.2,0.0
0000000805,00000124,千葉県4,01,12,100,4,1980,1980-09-01,1980,11,4,2,5.0,35.605,140.0608333,1,-1,17.0,6.0,Tokyo,1980,False,Other,6.2,30.95,7.9,0.0,1.182,0.093,2.2,0.206,0.018,0.337,0.067,2.5,4.8,0.0
0000000806,00000124,千葉県4,01,12,100,4,1980,1980-12-01,1981,2,2,2,5.0,35.605,140.0608333,1,-1,8.0,6.0,Tokyo,1980,False,Winter,8.9,32.17,8.0,0.0,1.252,0.085,1.6,0.088,0.05,0.318,0.058,3.1,3.9,0.0
0000001197,00000124,千葉県4,01,12,100,4,1981,1981-03-01,1981,5,11,2,5.0,35.605,140.0608333,1,-1,14.7,6.0,Tokyo,1981,False,Other,4.4,30.3,8.1,3.0,1.151,0.098,5.0,0.372,0.042,0.222,0.053,24.1,11.1,0.0
0000001198,00000124,千葉県4,01,12,100,4,1981,1981-06-01,1981,7,20,2,5.0,35.605,140.0608333,1,-1,28.5,6.0,Tokyo,1981,False,Summer,8.7,25.71,8.8,4.6,2.07,0.177,9.4,0.048,0.026,0.111,0.07,9.5,0.0,0.0
0000001199,00000124,千葉県4,01,12,100,4,1981,1981-09-01,1981,11,4,2,5.0,35.605,140.0608333,1,-1,19.1,6.0,Tokyo,1981,False,Other,5.4,30.26,7.9,0.0,0.821,0.114,3.7,0.157,0.049,0.206,0.09,3.7,0.0,0.0
0000001200,00000124,千葉県4,01,12,100,4,1981,1981-12-01,1982,2,1,2,5.0,35.605,140.0608333,1,-1,7.9,6.0,Tokyo,1981,False,Winter,11.7,31.78,8.2,0.0,1.247,0.068,4.2,0.334,0.044,0.274,0.039,21.7,6.2,0.0
0000002629,00000124,千葉県4,01,12,100,4,1982,1982-03-01,1982,5,17,2,5.0,35.605,140.0608333,1,-1,19.5,6.0,Tokyo,1982,False,Other,5.7,29.05,8.4,0.0,1.41,0.118,6.3,0.283,0.047,0.221,0.049,10.5,6.0,0.0
0000002630,00000124,千葉県4,01,12,100,4,1982,1982-06-01,1982,7,27,2,5.0,35.605,140.0608333,1,-1,20.0,6.0,Tokyo,1982,False,Summer,1.0,32.68,7.8,0.0,0.803,0.137,3.2,0.333,0.024,0.079,0.115,4.5,2.9,0.0
0000002631,00000124,千葉県4,01,12,100,4,1982,1982-09-01,1982,11,8,2,5.0,35.605,140.0608333,1,-1,19.0,6.0,Tokyo,1982,False,Other,3.9,31.4,7.9,1.4,0.85,0.088,2.5,0.199,0.018,0.242,0.063,4.5,2.2,0.0
